loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,issue_date,maturity_date,outstanding_balance,loan_status
975,1762,8,Personal Loan,9955.51,14.64,12,2025-10-24,2026-10-24,8558.62,Past Due
976,1764,3,SME Loan,52981.56,13.87,60,2023-09-21,2028-09-21,28461.53,Past Due
977,1766,13,Agriculture Loan,2077.24,13.55,24,2024-12-02,2026-12-02,958.3,Current
978,1768,9,Agriculture Loan,4523.02,10.41,24,2025-06-24,2027-06-24,3350.7,Defaulted
979,1771,9,Agriculture Loan,3055.16,9.44,12,2025-06-05,2026-06-05,1481.83,Non-Performing
980,1772,5,Vehicle Loan,6629.02,13.53,24,2025-01-09,2027-01-09,3491.25,Current
981,1776,6,Vehicle Loan,3158.03,13.56,24,2025-09-04,2027-09-04,2739.08,Current
982,1778,4,Vehicle Loan,6983.09,11.9,60,2023-10-30,2028-10-30,3899.38,Current
983,1779,6,Personal Loan,11635.61,16.12,36,2025-03-30,2028-03-30,8317.09,Current
984,1780,4,Housing Loan,100523.85,9.0,192,2025-01-16,2041-01-16,96274.53,Defaulted
985,1782,4,Housing Loan,15460.84,9.27,132,2024-11-06,2035-11-06,14222.24,Current
986,1784,4,Personal Loan,8988.63,16.12,60,2026-01-02,2031-01-02,9081.77,Current
987,1785,18,SME Loan,22306.08,14.45,72,2025-06-05,2031-06-05,19567.73,Current
988,1786,11,Personal Loan,10106.24,13.66,12,2025-12-13,2026-12-13,10311.58,Current
989,1789,7,Vehicle Loan,11508.44,12.42,24,2024-09-12,2026-09-12,4204.42,Current
990,1792,16,Vehicle Loan,3026.17,12.5,24,2024-10-27,2026-10-27,1221.09,Current
991,1794,2,Vehicle Loan,7348.66,10.22,60,2024-07-22,2029-07-22,5068.36,Current
992,1798,3,Housing Loan,37341.1,9.32,60,2024-11-14,2029-11-14,28659.77,Current
993,1802,17,Vehicle Loan,4374.97,14.55,36,2024-06-10,2027-06-10,2221.58,Current
994,1803,17,Vehicle Loan,12573.7,11.53,60,2025-02-08,2030-02-08,10648.55,Non-Performing
995,1804,13,Housing Loan,23388.7,10.48,240,2025-12-24,2045-12-24,24522.49,Current
996,1806,6,Vehicle Loan,26588.49,14.37,60,2025-06-25,2030-06-25,22855.1,Past Due
997,1807,17,Housing Loan,30635.36,9.58,180,2025-04-20,2040-04-20,28377.34,Current
998,1808,7,Vehicle Loan,6624.22,10.02,24,2025-06-27,2027-06-27,4754.54,Current
999,1811,1,Personal Loan,9908.67,13.37,24,2025-07-18,2027-07-18,7583.69,Current
1000,1816,4,Vehicle Loan,4430.3,11.25,48,2025-07-13,2029-07-13,3884.26,Non-Performing
1001,1821,1,Housing Loan,30871.71,10.71,216,2025-03-03,2043-03-03,30741.1,Current
1002,1822,13,Housing Loan,90158.33,10.76,228,2025-02-12,2044-02-12,86292.7,Current
1003,1823,18,Housing Loan,12047.62,10.55,60,2025-05-15,2030-05-15,10939.97,Past Due
1004,1827,2,Personal Loan,5698.46,14.39,12,2025-05-29,2026-05-29,2438.07,Current
1005,1833,14,Vehicle Loan,4532.56,10.47,60,2025-10-14,2030-10-14,4310.98,Current
1006,1834,13,Personal Loan,13893.11,17.71,24,2025-06-28,2027-06-28,9925.91,Current
1007,1836,7,Vehicle Loan,7897.83,14.08,36,2025-12-16,2028-12-16,8071.35,Past Due
1008,1837,11,Housing Loan,106398.98,8.01,168,2025-09-06,2039-09-06,102733.2,Current
1009,1837,11,SME Loan,48184.37,11.58,36,2025-09-06,2028-09-06,43042.64,Current
1010,1838,3,Vehicle Loan,7637.97,14.81,48,2025-06-29,2029-06-29,6726.42,Current
1011,1840,12,Housing Loan,30225.58,11.46,204,2024-12-25,2041-12-25,29406.6,Current
1012,1841,7,Housing Loan,24108.27,9.83,216,2024-11-16,2042-11-16,23740.33,Current
1013,1843,11,Vehicle Loan,21389.06,13.76,60,2025-05-16,2030-05-16,19061.17,Current
1014,1844,8,Vehicle Loan,5920.22,14.41,48,2025-03-24,2029-03-24,4933.29,Non-Performing
1015,1846,7,Housing Loan,25227.1,8.51,144,2024-12-12,2036-12-12,22949.8,Current
1016,1847,4,Housing Loan,30285.92,11.94,144,2025-06-20,2037-06-20,30412.67,Defaulted
1017,1848,15,Agriculture Loan,2180.17,12.08,24,2023-09-13,2025-09-13,0.0,Closed
1018,1850,18,Housing Loan,30096.83,8.41,144,2024-08-11,2036-08-11,28064.22,Current
1019,1852,1,Agriculture Loan,2463.63,11.64,24,2025-05-01,2027-05-01,1589.81,Current
1020,1855,7,Personal Loan,3687.77,13.56,60,2025-02-23,2030-02-23,3010.42,Current
1021,1859,15,Vehicle Loan,30821.29,12.91,60,2025-04-28,2030-04-28,26381.29,Current
1022,1861,3,Housing Loan,50219.19,11.78,60,2024-01-19,2029-01-19,31305.39,Current
1023,1866,4,Personal Loan,5260.35,15.32,36,2024-01-29,2027-01-29,1858.27,Current
1024,1867,17,Agriculture Loan,3667.21,10.69,48,2024-11-29,2028-11-29,2595.5,Past Due
1025,1868,4,Housing Loan,21026.18,10.08,156,2025-04-10,2038-04-10,20892.71,Non-Performing
1026,1869,5,Vehicle Loan,17718.16,11.21,36,2025-11-12,2028-11-12,16765.22,Current
1027,1870,18,Housing Loan,35836.67,10.69,204,2025-12-30,2042-12-30,35452.71,Non-Performing
1028,1873,6,Vehicle Loan,11549.48,12.7,24,2024-07-21,2026-07-21,3392.74,Current
1029,1875,11,Vehicle Loan,7079.16,13.78,36,2025-06-20,2028-06-20,6152.15,Current
1030,1876,6,Housing Loan,111106.26,10.5,132,2025-04-26,2036-04-26,100343.46,Non-Performing
1031,1877,16,Vehicle Loan,5166.87,11.06,48,2025-06-02,2029-06-02,4625.61,Current
1032,1879,15,Housing Loan,21094.28,9.2,240,2024-10-06,2044-10-06,20047.61,Defaulted
1033,1880,14,Personal Loan,6370.75,16.01,60,2025-03-23,2030-03-23,5605.72,Current
1034,1881,6,Vehicle Loan,3384.62,14.06,60,2024-09-16,2029-09-16,2645.3,Current
1035,1882,3,Vehicle Loan,2975.12,10.81,48,2025-05-26,2029-05-26,2467.25,Non-Performing
1036,1885,6,Vehicle Loan,13976.62,14.63,36,2024-12-17,2027-12-17,8906.96,Non-Performing
1037,1887,4,SME Loan,48293.68,11.01,84,2024-07-09,2031-07-09,36246.24,Current
1038,1887,4,Housing Loan,63260.79,10.92,84,2024-10-02,2031-10-02,53350.88,Current
1039,1889,14,Vehicle Loan,18904.59,11.83,24,2024-09-27,2026-09-27,7206.84,Defaulted
1040,1892,13,Vehicle Loan,7762.49,11.75,48,2025-04-24,2029-04-24,6615.02,Current
1041,1893,2,Housing Loan,29568.56,9.69,216,2025-03-25,2043-03-25,28258.61,Current
1042,1894,2,Agriculture Loan,5727.14,9.53,36,2025-03-17,2028-03-17,4230.65,Current
1043,1897,15,Personal Loan,8736.29,12.05,36,2025-03-15,2028-03-15,6406.57,Current
1044,1898,6,Vehicle Loan,15023.59,11.97,48,2025-06-16,2029-06-16,12645.36,Current
1045,1901,12,Personal Loan,2784.4,17.82,60,2025-06-28,2030-06-28,2457.92,Current
1046,1902,16,Housing Loan,17169.35,11.48,228,2025-02-11,2044-02-11,16488.81,Current
1047,1905,18,Personal Loan,10075.17,16.2,12,2025-10-10,2026-10-10,8137.19,Current
1048,1906,1,Housing Loan,31428.94,10.34,84,2025-06-22,2032-06-22,28044.45,Current
1049,1908,7,Personal Loan,14155.93,16.03,36,2025-05-05,2028-05-05,11149.99,Current
1050,1909,15,Personal Loan,16271.82,12.3,48,2025-09-08,2029-09-08,14796.59,Current
1051,1912,4,Vehicle Loan,19546.13,14.48,24,2023-07-14,2025-07-14,0.0,Closed
1052,1913,7,Housing Loan,23832.35,11.93,156,2025-05-14,2038-05-14,21891.24,Current
1053,1915,18,Agriculture Loan,5160.43,10.03,48,2024-10-17,2028-10-17,3736.88,Past Due
1054,1916,8,Personal Loan,3384.01,14.98,36,2023-07-07,2026-07-07,545.5,Current
1055,1918,5,Vehicle Loan,18751.3,12.15,48,2025-01-30,2029-01-30,14378.55,Current
1056,1919,2,Personal Loan,12796.88,15.28,36,2025-09-13,2028-09-13,12077.41,Current
1057,1920,3,Vehicle Loan,10339.05,14.17,48,2025-04-13,2029-04-13,8799.03,Past Due
1058,1924,5,Vehicle Loan,9790.72,13.18,48,2024-02-22,2028-02-22,5538.32,Non-Performing
1059,1925,16,SME Loan,66984.63,10.56,36,2025-02-12,2028-02-12,50635.55,Current
1060,1926,4,Housing Loan,26217.54,8.94,204,2025-11-14,2042-11-14,24805.18,Current
1061,1931,10,Housing Loan,58193.66,11.75,204,2024-12-14,2041-12-14,53792.81,Current
1062,1933,4,SME Loan,42376.1,12.6,60,2025-07-12,2030-07-12,40561.32,Current
1063,1934,10,Vehicle Loan,16581.1,14.87,48,2023-10-09,2027-10-09,7539.05,Current
1064,1936,14,Personal Loan,18758.42,15.93,60,2024-08-13,2029-08-13,13761.23,Current
1065,1937,17,Vehicle Loan,9645.13,12.61,60,2024-05-21,2029-05-21,6535.81,Current
1066,1938,12,Housing Loan,21381.45,11.17,96,2026-01-29,2034-01-29,22045.78,Current
1067,1939,1,Vehicle Loan,37087.69,12.75,60,2025-01-26,2030-01-26,28965.97,Past Due
1068,1941,3,Vehicle Loan,6310.77,14.66,60,2024-12-27,2029-12-27,5062.12,Current
1069,1943,2,Housing Loan,20623.32,8.07,60,2025-04-30,2030-04-30,18197.2,Current
1070,1944,1,Vehicle Loan,4469.22,11.2,24,2025-05-28,2027-05-28,3174.82,Current
1071,1946,8,SME Loan,15858.5,15.57,60,2024-12-04,2029-12-04,12568.45,Current
1072,1948,14,Personal Loan,21230.6,12.82,12,2025-05-20,2026-05-20,9066.18,Current
1073,1950,3,Vehicle Loan,8741.35,14.66,24,2023-04-12,2025-04-12,0.0,Closed
1074,1951,11,Vehicle Loan,13884.71,11.29,24,2025-02-06,2027-02-06,8483.47,Current
1075,1952,7,Vehicle Loan,6595.66,12.76,48,2025-06-21,2029-06-21,5857.57,Past Due
1076,1956,7,Vehicle Loan,19064.34,13.39,60,2025-05-04,2030-05-04,16199.76,Current
1077,1959,12,Housing Loan,64245.7,9.47,132,2024-12-25,2035-12-25,60122.52,Current
1078,1964,12,Vehicle Loan,8468.42,14.75,24,2025-11-24,2027-11-24,8214.36,Current
1079,1965,5,Vehicle Loan,21136.15,11.81,36,2025-06-23,2028-06-23,17370.26,Current
1080,1966,14,Vehicle Loan,15438.05,13.19,36,2023-07-04,2026-07-04,2561.82,Current
1081,1970,7,Housing Loan,36116.09,9.64,216,2025-11-01,2043-11-01,37527.45,Current
1082,1971,15,Housing Loan,26644.5,8.89,60,2025-10-29,2030-10-29,24866.51,Current
1083,1973,12,Vehicle Loan,20377.71,10.58,60,2025-02-03,2030-02-03,16106.0,Current
1084,1976,6,Housing Loan,35058.1,9.37,180,2025-05-16,2040-05-16,33395.32,Past Due
1085,1977,15,Personal Loan,5144.22,15.1,24,2024-05-25,2026-05-25,1069.43,Current
1086,1978,8,Personal Loan,8258.65,12.09,36,2024-07-30,2027-07-30,4280.01,Current
1087,1979,2,Agriculture Loan,8267.98,12.42,12,2024-04-20,2025-04-20,0.0,Closed
1088,1982,2,SME Loan,77507.55,11.25,48,2025-02-17,2029-02-17,60903.94,Current
1089,1986,11,Agriculture Loan,5673.19,12.28,24,2024-08-12,2026-08-12,1964.67,Current
1090,1987,14,Housing Loan,124562.7,8.73,240,2026-01-22,2046-01-22,128018.51,Current
1091,1989,16,Housing Loan,13651.03,11.11,168,2025-11-22,2039-11-22,13064.21,Past Due
1092,1990,4,Personal Loan,10631.53,16.95,12,2025-12-15,2026-12-15,10112.1,Current
1093,1992,13,Agriculture Loan,3660.13,10.79,12,2025-05-25,2026-05-25,1532.6,Current
1094,1993,5,Agriculture Loan,948.11,11.39,12,2024-11-20,2025-11-20,0.0,Closed
1095,1994,14,Housing Loan,39476.83,10.88,144,2025-07-25,2037-07-25,36215.83,Current
1096,1995,10,Agriculture Loan,6280.87,9.28,12,2025-10-13,2026-10-13,5230.37,Current
1097,1997,3,Housing Loan,13915.71,11.7,216,2025-09-04,2043-09-04,13534.77,Current
1098,1998,6,Vehicle Loan,8243.31,11.89,48,2025-04-30,2029-04-30,6895.17,Current
1099,2001,4,Vehicle Loan,7691.78,10.85,48,2025-05-20,2029-05-20,6697.56,Non-Performing
1100,2003,18,Vehicle Loan,19475.5,13.61,36,2025-02-25,2028-02-25,13555.47,Current
1101,2004,2,Personal Loan,15235.65,14.36,12,2024-02-22,2025-02-22,0.0,Closed
1102,2006,9,Personal Loan,14796.73,14.53,12,2025-05-10,2026-05-10,5905.79,Current
1103,2012,1,Vehicle Loan,4552.37,13.99,36,2025-11-14,2028-11-14,4468.39,Current
1104,2015,1,Housing Loan,19739.78,8.92,192,2025-03-13,2041-03-13,19414.35,Past Due
1105,2017,1,Vehicle Loan,6889.29,13.72,48,2025-02-02,2029-02-02,5363.74,Current
1106,2018,6,SME Loan,20859.14,11.68,36,2025-08-08,2028-08-08,19064.2,Current
1107,2020,1,SME Loan,48280.8,15.46,72,2025-07-17,2031-07-17,47139.4,Current
1108,2023,16,Housing Loan,47098.68,11.17,216,2024-05-01,2042-05-01,42310.55,Current
1109,2031,1,Vehicle Loan,10796.31,14.75,24,2025-05-10,2027-05-10,7699.39,Current
1110,2032,14,Vehicle Loan,5636.77,13.66,48,2025-06-14,2029-06-14,4753.33,Current
1111,2033,8,Personal Loan,15518.58,16.67,12,2025-12-24,2026-12-24,15979.98,Defaulted
1112,2034,6,Housing Loan,17733.32,8.6,108,2024-04-03,2033-04-03,13834.1,Past Due
1113,2036,18,SME Loan,52358.52,11.28,36,2026-01-07,2029-01-07,52860.96,Current
1114,2037,13,Housing Loan,28761.76,9.62,72,2025-01-16,2031-01-16,25280.79,Current
1115,2039,15,Personal Loan,6991.78,13.83,60,2026-01-22,2031-01-22,6985.34,Current
1116,2042,13,Vehicle Loan,7985.03,12.5,60,2025-08-13,2030-08-13,7659.08,Current
1117,2047,18,Agriculture Loan,2530.04,10.97,36,2025-02-23,2028-02-23,1794.26,Current
1118,2048,9,Housing Loan,50218.07,11.14,228,2025-06-21,2044-06-21,48440.93,Past Due
1119,2049,3,Personal Loan,8438.72,13.41,60,2025-06-15,2030-06-15,7523.16,Current
1120,2050,3,Vehicle Loan,14092.69,11.1,48,2025-02-03,2029-02-03,11131.68,Current
1121,2052,12,Housing Loan,140468.72,9.76,168,2025-02-10,2039-02-10,130522.16,Current
1122,2053,9,SME Loan,32715.61,15.77,24,2024-11-06,2026-11-06,12974.21,Current
1123,2055,1,Vehicle Loan,26877.79,10.59,36,2025-12-05,2028-12-05,27402.92,Current
1124,2057,2,Agriculture Loan,3972.47,9.79,12,2024-02-06,2025-02-06,0.0,Closed
1125,2058,8,Vehicle Loan,28320.04,13.37,36,2025-03-01,2028-03-01,19929.28,Current
1126,2060,12,Housing Loan,47705.46,9.47,84,2026-01-06,2033-01-06,49675.35,Current
1127,2062,6,Personal Loan,5920.29,16.96,60,2025-03-07,2030-03-07,4796.56,Past Due
1128,2065,3,Vehicle Loan,19127.66,13.19,48,2025-06-15,2029-06-15,16370.13,Defaulted
1129,2066,7,Vehicle Loan,6627.38,11.93,24,2025-06-17,2027-06-17,4903.65,Current
1130,2069,6,Agriculture Loan,5077.48,12.21,48,2025-02-13,2029-02-13,3830.63,Current
1131,2071,18,Vehicle Loan,22632.13,12.74,60,2025-03-15,2030-03-15,19591.57,Past Due
1132,2072,2,Personal Loan,6044.47,17.07,60,2025-08-07,2030-08-07,5760.6,Past Due
1133,2073,13,Personal Loan,9850.02,17.45,60,2024-06-26,2029-06-26,7074.93,Past Due
1134,2075,15,Housing Loan,32520.02,8.32,120,2024-01-18,2034-01-18,27305.67,Current
1135,2076,2,Agriculture Loan,1085.58,13.5,24,2025-05-26,2027-05-26,739.04,Current
1136,2077,18,Vehicle Loan,6986.27,11.54,48,2024-12-22,2028-12-22,5497.64,Current
1137,2078,3,Personal Loan,12122.65,15.49,12,2025-06-29,2026-06-29,6320.89,Current
1138,2081,3,Housing Loan,17648.13,11.43,216,2025-12-06,2043-12-06,18155.97,Current
1139,2084,17,Personal Loan,5971.17,16.05,36,2023-12-07,2026-12-07,1854.44,Current
1140,2086,1,Housing Loan,31585.93,11.27,132,2025-02-12,2036-02-12,29095.88,Current
1141,2087,10,Vehicle Loan,33081.86,10.12,24,2024-07-16,2026-07-16,9674.58,Current
1142,2089,16,Personal Loan,7919.66,12.79,60,2025-12-11,2030-12-11,7889.27,Current
1143,2091,4,Agriculture Loan,3135.23,13.85,24,2024-11-13,2026-11-13,1468.11,Past Due
1144,2093,16,Agriculture Loan,3791.07,11.25,24,2025-04-29,2027-04-29,2493.21,Current
1145,2094,18,SME Loan,43531.51,15.07,48,2025-12-02,2029-12-02,44047.8,Past Due
1146,2098,1,Personal Loan,10707.7,17.75,60,2025-07-24,2030-07-24,9601.22,Current
1147,2100,1,SME Loan,23600.02,12.52,72,2024-10-18,2030-10-18,19003.51,Current
1148,2102,4,Housing Loan,50694.93,8.58,168,2025-06-23,2039-06-23,49743.98,Current
1149,2104,11,Personal Loan,11233.42,14.21,36,2025-07-06,2028-07-06,9528.25,Current
1150,2106,6,Personal Loan,10730.78,14.77,60,2024-06-04,2029-06-04,7204.65,Past Due
1151,2108,5,Personal Loan,5106.76,14.95,24,2024-11-11,2026-11-11,2261.61,Current
1152,2109,1,Housing Loan,26537.66,8.1,180,2023-12-26,2038-12-26,22970.76,Current
1153,2111,9,Personal Loan,13410.49,14.56,48,2023-07-09,2027-07-09,5156.48,Defaulted
1154,2116,3,Personal Loan,4051.73,15.12,24,2025-03-05,2027-03-05,2378.97,Current
1155,2118,2,Personal Loan,13010.33,14.99,36,2025-02-25,2028-02-25,9257.55,Current
1156,2121,4,Personal Loan,3680.27,16.47,24,2025-07-23,2027-07-23,2807.17,Current
1157,2122,12,Vehicle Loan,2776.43,14.91,48,2025-06-29,2029-06-29,2545.43,Current
1158,2123,3,Vehicle Loan,20157.79,13.44,36,2025-12-21,2028-12-21,20712.27,Past Due
1159,2124,8,Personal Loan,14024.5,12.4,48,2025-06-05,2029-06-05,11800.17,Current
1160,2125,13,Personal Loan,7508.31,16.73,48,2025-04-23,2029-04-23,5962.2,Current
1161,2127,9,Vehicle Loan,19091.17,12.97,36,2024-11-14,2027-11-14,12597.95,Current
1162,2128,2,SME Loan,68496.71,14.23,84,2025-06-26,2032-06-26,63853.84,Past Due
1163,2129,11,Housing Loan,32404.42,11.94,132,2025-05-05,2036-05-05,29377.51,Current
1164,2130,10,Personal Loan,6151.64,17.12,36,2025-05-31,2028-05-31,5082.77,Past Due
1165,2133,14,Vehicle Loan,15494.84,10.23,60,2024-07-03,2029-07-03,11379.92,Current
1166,2134,3,Personal Loan,6639.77,14.93,12,2023-06-03,2024-06-03,0.0,Closed
1167,2135,13,Vehicle Loan,10800.28,14.33,36,2025-04-27,2028-04-27,8309.75,Current
1168,2138,2,Vehicle Loan,4664.78,13.94,60,2024-12-30,2029-12-30,3550.22,Current
1169,2141,12,Vehicle Loan,3958.45,11.13,48,2026-01-09,2030-01-09,3986.7,Current
1170,2144,3,Vehicle Loan,4641.45,10.48,60,2025-09-07,2030-09-07,4248.72,Past Due
1171,2145,13,Vehicle Loan,17299.61,12.6,48,2025-06-23,2029-06-23,15324.65,Current
1172,2146,3,Agriculture Loan,2337.57,12.06,12,2025-08-21,2026-08-21,1546.03,Current
1173,2147,9,Vehicle Loan,6498.56,10.27,36,2025-05-27,2028-05-27,5303.14,Current
1174,2148,7,SME Loan,23293.95,15.0,84,2025-12-25,2032-12-25,23310.25,Current
1175,2151,8,Vehicle Loan,4258.52,14.92,24,2025-03-23,2027-03-23,2602.84,Current
1176,2153,4,Agriculture Loan,5545.78,10.31,48,2024-02-15,2028-02-15,3085.33,Non-Performing
1177,2154,10,Vehicle Loan,6536.23,13.49,24,2026-01-15,2028-01-15,6862.23,Current
1178,2155,2,Vehicle Loan,7413.5,10.86,60,2025-11-12,2030-11-12,7601.94,Current
1179,2156,1,Personal Loan,8748.01,17.32,24,2025-04-05,2027-04-05,5538.31,Past Due
1180,2157,8,Agriculture Loan,7192.12,12.71,12,2024-06-27,2025-06-27,0.0,Closed
1181,2161,18,Vehicle Loan,8088.38,12.32,60,2025-04-26,2030-04-26,6748.22,Current
1182,2163,2,Vehicle Loan,5912.9,11.23,36,2025-02-10,2028-02-10,4228.43,Current
1183,2164,8,Vehicle Loan,16773.75,14.88,24,2025-12-27,2027-12-27,16276.04,Current
1184,2166,4,Personal Loan,7699.75,14.64,24,2024-10-09,2026-10-09,3113.96,Current
1185,2167,14,Personal Loan,4426.55,16.63,12,2025-11-15,2026-11-15,4064.87,Current
1186,2168,1,Vehicle Loan,21265.75,14.74,48,2025-05-28,2029-05-28,17769.61,Current
1187,2169,2,Agriculture Loan,1812.99,10.24,24,2025-09-07,2027-09-07,1634.12,Past Due
1188,2170,3,Housing Loan,58900.34,8.55,168,2024-08-27,2038-08-27,55813.48,Past Due
1189,2171,1,Agriculture Loan,3480.46,9.79,24,2025-01-24,2027-01-24,1908.04,Current
1190,2172,4,Vehicle Loan,8287.4,13.35,60,2024-10-16,2029-10-16,6267.82,Defaulted
1191,2174,13,Vehicle Loan,14717.91,11.61,60,2025-06-19,2030-06-19,13907.18,Current
1192,2176,15,Vehicle Loan,7136.36,13.22,24,2025-05-17,2027-05-17,5002.69,Non-Performing
1193,2178,9,Vehicle Loan,15520.3,10.8,24,2025-05-14,2027-05-14,10677.12,Current
1194,2183,6,Agriculture Loan,2171.88,11.9,48,2025-02-09,2029-02-09,1757.76,Current
1195,2184,15,Personal Loan,9732.85,13.5,36,2025-07-09,2028-07-09,8743.95,Past Due
1196,2186,18,SME Loan,18079.92,10.82,36,2025-03-06,2028-03-06,13072.08,Current
1197,2188,10,Personal Loan,2203.16,15.05,60,2024-10-21,2029-10-21,1696.1,Current
1198,2190,9,Agriculture Loan,4775.5,13.59,48,2025-02-26,2029-02-26,3859.04,Current
1199,2193,15,Housing Loan,40206.0,10.39,156,2024-03-04,2037-03-04,34622.53,Current
1200,2195,1,Personal Loan,2595.9,15.78,12,2025-12-06,2026-12-06,2560.43,Current
1201,2196,3,Agriculture Loan,3372.32,12.37,36,2025-05-04,2028-05-04,2655.8,Current
1202,2197,4,Agriculture Loan,2099.73,13.05,12,2025-03-24,2026-03-24,533.04,Current
1203,2200,4,Agriculture Loan,2561.72,11.78,36,2024-07-13,2027-07-13,1294.37,Past Due
1204,2201,17,Vehicle Loan,15848.1,14.12,24,2025-06-25,2027-06-25,11919.41,Current
1205,2202,12,Vehicle Loan,6736.84,13.62,36,2024-08-04,2027-08-04,3553.17,Current
1206,2203,13,Vehicle Loan,21629.45,13.64,36,2025-10-27,2028-10-27,19805.27,Current
1207,2204,2,Vehicle Loan,39428.08,14.72,24,2024-09-28,2026-09-28,14588.0,Non-Performing
1208,2208,18,Housing Loan,22324.14,8.21,84,2025-04-27,2032-04-27,20390.57,Current
1209,2209,10,Agriculture Loan,2059.25,12.66,24,2025-06-09,2027-06-09,1575.44,Current
1210,2210,17,Agriculture Loan,6529.38,12.31,48,2026-01-27,2030-01-27,6354.02,Current
1211,2213,8,Vehicle Loan,22425.74,14.04,48,2025-04-05,2029-04-05,17575.95,Past Due
1212,2214,13,Vehicle Loan,4576.01,14.32,60,2024-12-06,2029-12-06,3477.08,Current
1213,2218,11,Housing Loan,9327.01,11.43,180,2025-04-17,2040-04-17,9296.75,Current
1214,2219,11,Vehicle Loan,6053.12,13.8,48,2025-12-14,2029-12-14,6198.83,Defaulted
1215,2223,18,Personal Loan,6494.96,17.8,36,2025-06-07,2028-06-07,5200.98,Current
1216,2225,8,Agriculture Loan,3079.03,11.87,24,2024-07-24,2026-07-24,865.8,Current
1217,2228,8,Personal Loan,15709.12,12.91,12,2025-05-13,2026-05-13,6256.18,Current
1218,2229,14,Vehicle Loan,13257.56,12.12,36,2025-09-05,2028-09-05,11623.88,Current
1219,2233,16,Housing Loan,34967.72,8.51,108,2024-06-24,2033-06-24,29467.93,Past Due
1220,2234,2,Vehicle Loan,20652.44,14.3,36,2025-05-14,2028-05-14,16245.09,Current
1221,2236,2,Personal Loan,19904.99,17.93,48,2023-10-05,2027-10-05,8973.78,Current
1222,2237,1,Agriculture Loan,3597.5,12.04,36,2025-08-27,2028-08-27,3355.53,Current
1223,2238,1,Vehicle Loan,6802.04,12.95,48,2025-07-16,2029-07-16,6190.69,Current
1224,2239,5,Personal Loan,18251.83,15.46,60,2025-12-17,2030-12-17,18552.62,Past Due
1225,2241,3,Vehicle Loan,3078.97,14.78,60,2025-08-17,2030-08-17,2903.58,Current
1226,2243,16,Vehicle Loan,2075.6,10.38,48,2024-11-07,2028-11-07,1549.28,Current
1227,2244,3,Personal Loan,4427.86,13.5,36,2026-01-07,2029-01-07,4244.13,Current
1228,2247,5,Housing Loan,43460.26,8.43,204,2024-10-23,2041-10-23,41750.83,Current
1229,2248,17,SME Loan,25636.87,13.96,72,2025-10-25,2031-10-25,24213.01,Current
1230,2249,18,Personal Loan,2041.64,17.42,48,2024-10-11,2028-10-11,1380.35,Current
1231,2251,9,Personal Loan,3944.03,12.35,24,2025-09-08,2027-09-08,3488.14,Current
1232,2253,18,Personal Loan,5815.07,16.14,60,2025-12-02,2030-12-02,5970.77,Current
1233,2254,8,Vehicle Loan,5583.26,10.28,48,2025-10-12,2029-10-12,5097.36,Current
1234,2255,15,Personal Loan,19849.33,16.92,60,2025-06-22,2030-06-22,17660.49,Current
1235,2257,16,Vehicle Loan,17931.55,12.28,48,2025-11-02,2029-11-02,17926.52,Current
1236,2259,16,Housing Loan,70325.61,8.68,132,2024-08-30,2035-08-30,62387.59,Current
1237,2260,6,Vehicle Loan,13299.15,11.05,48,2025-01-26,2029-01-26,10126.84,Current
1238,2261,4,Vehicle Loan,3022.45,13.49,48,2025-08-12,2029-08-12,2658.39,Current
1239,2263,8,Housing Loan,13319.13,10.0,72,2024-05-27,2030-05-27,10221.89,Current
